ampr.bsb.com.pl:9000,DxNet
klub.sp2put.pl:7300,DX Spider
dx.jestok.com:7300,DX Spider
78.8.39.233:9000,DxNet
87.105.249.51:9100,DxNet
www.sr8bbs.ampr.org:9000,DxNet
157.158.185.199:9000,DxNet
zhp.tl.krakow.pl:9000,DxNet
sv1cmg.no-ip.org:17300,DX Spider
sv1iw.ignorelist.com:73,DX Spider
sv2cui.net:7300,DX Spider
sv2hrt.ath.cx:7300,DX Spider
dxc.sv5fri.eu:7300,DX Spider
home.kayhan.name.tr:7300,DX Spider
tf1mt.motiff.net:7300,DX Spider
tr8ca.no-ip.org:9000,DxNet
zavod.remoltd.com:8000,DX Spider
145.255.160.182:23,CC Cluster
dxinua.com:8000,DX Spider
91.211.17.87:8000,DX Spider
fairs.org.ua:9000,CLX
dxc.us6iq.com:7300,DX Spider
dx.mixw.net:7300,DX Spider
dx.net.ua:7300,DX Spider
uu1dx.com:23,DX Spider
va2bbs.dyndns.org:8000,DX Spider
va3mw.dxcluster.org:41112,DX Spider
sparc.no-ip.info:7300,DX Spider
dx.ve2hew.com:7300,DX Spider
ve2pkt.dyndns.org:9000,DX Spider
ve2sg.net:7300,DX Spider
ve3cgr.dyndns.org:7300,DX Spider
dx.fireroute.com:23,DX Spider
dxc.ve3zin.com:7300,DX Spider
dxc.middlebrook.ca:8000,DX Spider
dxc.middlebrook.ca:23,CLX
ve7cc.net:23,CC Cluster
ve9emo.gnb.ca:23,DX Spider
ve9sc.no-ip.org:6300,DX Spider
ve9sc.no-ip.org:7373,AR-Cluster
clx.vk3ama.vkdxer.net:7300,DX Spider
vk3apc.mdrc.org.au:7300,DX Spider
Vk3atm.ozeham.net:7300,DX Spider
cluster.vk3ave.net:7300,DX Spider
dxcluster.parksnpeaks.org:7300,DX Spider
vk4trs.ath.cx:8000,DX Spider
gate.vk5gr.id.au:7300,DX Spider
203.38.121.133:7300,DX Spider
vk8nsb.shacknet.nu:7300,DX Spider
w0apq.hopto.org:7300,CC Cluster
w0mu.net:7373,CC Cluster
w0mw.dynip.com:23,AR-Cluster
dxusa.net:7300,DX Spider
dx.w1gq.net:23,AR-Cluster
dxc.w1nr.net:23,DX Spider
usdx.w1nr.net:23,DX Spider
dxc.w1ve.com:23,AR-Cluster
dx.w2dz.net:23,AR-Cluster
W2MMD.NET:7373,CC Cluster
w2ps.tzo.com:23,DX Spider
w3gq.no-ip.com:7373,CC Cluster
dxc.w3lpl.net:23,AR-Cluster
dxc.w3lpl.net:7373,AR-Cluster
w3nr.ddns.net:7300,DX Spider
w4dxa.no-ip.com:23,AR-Cluster
w4gov.from-va.com:23,AR-Cluster
204.29.106.100:23,AR-Cluster
w4mr.tzo.com:7300,AR-Cluster
207.162.164.91:7373,CC Cluster
w5cmm.ddns.net:7300,DX Spider
w5dav.ham-radio-op.net:23,AR-Cluster
usrdude.webhop.net:7300,DX Spider
dx.w5mwc.org 8000:23,DX Spider
w6cua.no-ip.org:7300,AR-Cluster
w6kk.zapto.org:7300,DX Spider
ucsbdx.ece.ucsb.edu:7300,DX Spider
ch.w6rk.com:7300,DX Spider
w7jd.ddns.net:9000,CC Cluster
paul.w8aef.com:7373,CC Cluster
w8bs.ddns.net:7300,DX Spider
dxc.w8wts.net:7374,AR-Cluster
dxc.w8wts.net:23,AR-Cluster
dxc.w8wts.net:7373,CC Cluster
dxc.w8zjt.net:7300,DX Spider
dx.svs.com:7300,DX Spider
w9az.ddns.net:23,AR-Cluster
w9az.ddns.net:7373,AR-Cluster
w9bg.com:23, AR-Cluster
131.156.2.135:41112,CLX
134.48.91.82:23,AR-Cluster
dxc.w9pa.net:23,AR-Cluster
dxc.w9pa.net:7373,AR-Cluster
dxc.w9pa.net:7374,AR-Cluster
w9yb-dx.student-orgs.purdue.edu:23,AR-Cluster
w9yb-dx.student-orgs.purdue.edu:7373,AR-Cluster
wa0roi.no-ip.com:23,AR-Cluster
rich.iplocate.net:7300,DX Spider
dxc.wa9pie.net:8000,DX Spider
dxc.leadmon.net:7300,DX Spider
108.67.41.107:7373,CC Cluster
telnet.reversebeacon.net:7000,DX Spider
dxc.wb6saa.net:7373,AR-Cluster
wb8zrl.no-ip.org:7300,DX Spider
dxc.wc2l.com:23,AR-Cluster
dxc.wc2l.com:7373,AR-Cluster
dxc.wc4j.net:23,AR-Cluster
DXC.WD1L.net:7300,CC Cluster
dxc.wd4ixd.net:23,CC Cluster
we4m.no-ip.org:23,AR-Cluster
wf5e.no-ip.com:23,AR-Cluster
wg9l.no-ip.com:23,AR-Cluster
wj3g.no-ip.org:7300,DX Spider
dxc.wm3t.com:7300,DX Spider
dxc.np3a.com:7373,CC Cluster
wr3d.dxcluster.net:7300,DX Spider
ws7i.ewarg.org:7300,CC Cluster
wt3q.gofrc.org:7300,DX Spider
dxc.ww1r.com:7300,DX Spider
xq8fgc.cx2sa.net:9000,DxNet
dxc.ardi.lv:8000,DX Spider
82.77.126.79:8000,DX Spider
yo5oag.ro:8000,DX Spider
kn25vt.ddns.net:7300,DX Spider
bastus.ro:8000,DX Spider
dx.kg.ac.yu:8000,DX Spider
www.yu1exy.org:8000,DX Spider
yv5aj.org:7000,DX Spider
hamcluster.no-ip.org:7300,DX Spider
yv5tnt.ddns.net:7373,CC Cluster
yv6btf.no-ip.org:8000,AR-Cluster
olson.nz:9000,DX Spider
zl2arn.ddns.net:7300,DX Spider
zs2ez.dlinkddns.com:7373,CC Cluster
www.ham-radio.co.za:7300,DX Spider
20.19.12.24:23
