"ON0CLUS","193.53.39.133","7300","DX Spider"
"ON0DXK-5","on0dxk.dyndns.org","8000","CC Cluster"
"ON0LLV-5","on0llv-5.on6ll.be","7300","DX Spider"
"ON0LLV-6","on0llv-6.on6ll.be","7373","CC Cluster"
"ON0NOL-9","nolcluster.on8ar.eu","7300","DX Spider"
"ON0RCL","dxl.radioclubleuven.be","7300","DX Spider"
"ON2VHF-3","on2vhf.ddns.net","7300","DX Spider"
"ON3URE-2","dxspider.on3ure.be","7300","DX Spider"
"ON3VHF","on3vhf.no-ip.org","8000","AR-Cluster"
"ON4KVI","on4kvi.dyndns.org","7300","DX Spider"
"ON4LL-2","on4ll.ddns.net","7300","DX Spider"
"ON5AV-1","151.80.57.37","7300","DX Spider"
"OP0P","op0p.no-ip.org","8000","CC Cluster"
"OZ5BBS-7","oz5bbs.dk","8000","DX Spider"
"P43L-8","p43l.serveftp.org","7300","DX Spider"
"PA0DTZ","83.163.98.212","7373","AR-Cluster"
"PA0DTZ-2","80.60.80.8","8000","DX Spider"
"PA0ESH-3","pa0esh.com","7300","DX Spider"
"PA1RBZ","pa1rbz.dyndns.org","9000","DX Spider"
"PA2DX-7","dxc.pa2dx.nl","9000","DX Spider"
"PA3CRZ-1","www.hanslammerts.nl","7300","DX Spider"
"PA4AB-14","ea1.pa4ab.net","8000","DX Spider"
"PA4JJ-2","83.162.186.242","7300","DX Spider"
"PA4JJ-3","83.162.186.242","7388","DX Spider"
"PA8F-6","pa8f.ddns.net","7300","DX Spider"
"PE1ITR-8","dxc.pe1itr.com","7300","DX Spider"
"PE1SDE-7","85.151.146.92","23","AR-Cluster"
"PI1LAP-1","dx.packet-radio.nl","7300","DX Spider"
"PI1ZTM-7","pi1ztm.ddns.net","7373","CC Cluster"
"PI4CC","dxc.pi4cc.nl","8000","DX Spider"
"PI5EHV-8","claudia.esrac.ele.tue.nl","8000","DX Spider"
"PI8CDR-7","pi8cdr.halerbrug.nl","7000","DX Spider"
"PI8DAZ-7","radio-linux.isti.cnr.it","23","DxNet"
"PI8DXC","pi8dxc.mooo.com","41112","DX Spider"
"PI8DXG","radio-linux.isti.cnr.it","23","DX Spider"
"PI8RWD-7","radio-linux.isti.cnr.it","23","DX Spider"
"PI8SNK-7","PI1SNK.NO-IP.ORG","23","AR-Cluster"
"PP5MCB","dxc.pp5mcb.com.br","23","AR-Cluster"
"PU2LUW-2","dxc.qrg.net.br","7300","DX Spider"
"PY1NB-4","telnet.dxwatch.com","7000","DX Spider"
"PY1TSP-1","cluster.riodxgroup.com","7000","DX Spider"
"PY2BK","py2bk.dyndns.org","9000","AR-Cluster"
"PY2ZEN-6","medvidek.ddns.net","7300","DX Spider"
"PY3NZ-8","dxc.baependi.com.br","8000","DX Spider"
"PY4OG-4","idxcluster.shacknet.us","7300","DX Spider"
"PY5JO-11","py5jo.no-ip.org","8000","DX Spider"
"PY6UN-1","cluster.py6un.com.br","7300","DX Spider"
"R2DGO-1","77.91.196.82","7300","DX Spider"
"R5ACQ-1","r5acq.no-ip.org","7373","DX Spider"
"RA3ATX-8","dx.rk3awl.ru","7300","DX Spider"
"RD7T-2","websdr.imorozov.info","7300","DX Spider"
"RN3A-4","176.62.179.24","7373","CC Cluster"
"RV0AEV-1","dxc.vxnet.ru","8000","DX Spider"
"RW3XA-8","odxc.ru","8000","DX Spider"
"RX3QFM-1","93.88.130.90","8000","DX Spider"
"S50ARX","s50arx.hamradio.si","7300","AR-Cluster"
"S50CLX","s50clx.infrax.si","41112","DX Spider"
"S50DXS","s50dxs.s53m.com","8000","DX Spider"
"S55HHH-1","cluster.s55hhh.net","7373","AR-Cluster"
"SK0BU-5","thr-1.math.kth.se","8000","DX Spider"
"SK2AU-6","sk2au.mine.nu","23","DX Spider"
"SK3W-6","sk3w.se","8000","DX Spider"
"SK6AW-1","sm6.se","8000","DX Spider"
"SK6AW-2","sk6aw.net","8000","DX Spider"
"SM0RUX-6","ax25.org","8000","DX Spider"
"SM4ONW-14","cluster.sk4bw.net","8000","DX Spider"
"SM6HOC-2","sm6hoc.se","8000","DX Spider"
"SM6HOC-6","sm6hoc.se","7300","DX Spider"
"SM6YOU-2","sector7.nu","8000","DX Spider"
"SM6YOU-4","riksnet.sector7.nu","8000","DX Spider"
"SM7GVF-6","sm7gvf.dyndns.org","8000","DX Spider"
"SM7IUN-1","dxc.sm7iun.se","7300","DX Spider"
"SM7IUN-2","dxc.sm7iun.se","23","CC Cluster"
"SM7IUN-3","dxc.sm7iun.se","7373","AR-Cluster"
"SP7YDD-12","www.sp7ydd.ampr.org","9000","DxNet"
"SP9RQA-12","217.96.37.168","9000","DxNet"
"SR1DXZ","www.sr1bsz.ampr.org","9000","DxNet"
"SR2BOX-12","ampr.bsb.com.pl","9000","DxNet"
"SR2PUT","klub.sp2put.pl","7300","DX Spider"
"SR4DXC","dx.jestok.com","7300","DX Spider"
"SR6BDX","78.8.39.233","9000","DxNet"
"SR6DWH-12","78.10.234.200","9100","DxNet"
"SR8BBS-12","www.sr8bbs.ampr.org","9000","DxNet"
"SR9DDF-12","157.158.185.199","9000","DxNet"
"SR9ZAA-12","zhp.tl.krakow.pl","9000","DxNet"
"SV1CMG-2","sv1cmg.no-ip.org","17300","DX Spider"
"SV1IW-9","sv1iw.ignorelist.com","73","DX Spider"
"SV2HRT-1","sv2hrt.ath.cx","7300","DX Spider"
"SV5BYR-7","sv5byr.no-ip.org","7300","DX Spider"
"SV5FRI-1","dxc.sv5fri.eu","7300","DX Spider"
"TA2NC-2","home.kayhan.name.tr","7300","DX Spider"
"TF1MT-2","tf1mt.motiff.net","7300","DX Spider"
"TR0A-3","tr8ca.no-ip.org","9000","DxNet"
"UA4CC","zavod.remoltd.com","8000","DX Spider"
"UN7TK","145.255.160.182","23","CC Cluster"
"UR4QRH-2","dxinua.com","8000","DX Spider"
"US4ICL","91.211.17.87","8000","DX Spider"
"US5WE-5","fairs.org.ua","9000","CLX"
"US6IQ-1","dxc.us6iq.com","7300","DX Spider"
"UT1U","dx.mixw.net","7300","DX Spider"
"UT4ULP-5","dx.net.ua","7300","DX Spider"
"UU1DX-1","uu1dx.com","23","DX Spider"
"VA2BBS-2","va2bbs.dyndns.org","8000","DX Spider"
"VA3MW-7","va3mw.dxcluster.org","41112","DX Spider"
"VA6AAA-1","ve7cc.net","23","CC Cluster"
"VE1CFB","sparc.no-ip.info","7300","DX Spider"
"VE2HEW-5","dx.ve2hew.com","7300","DX Spider"
"VE2PKT-9","ve2pkt.dyndns.org","9000","DX Spider"
"VE2REA","ve2sg.net","7300","DX Spider"
"VE3CGR-5","ve3cgr.dyndns.org","7300","DX Spider"
"VE3EXI-2","ve3exi-dxc.ddns.net","7300","DX Spider"
"VE3EY-7","dx.fireroute.com","7300","DX Spider"
"VE3ZIN-2","dxc.ve3zin.com","7300","DX Spider"
"VE4CDX","dx.radiosport.ca","7373","AR-Cluster"
"VE6DXC","dxc.middlebrook.ca","8000","DX Spider"
"VE6TN-7","dxc.middlebrook.ca","23","CLX"
"VE7CC-1","ve7cc.net","23","CC Cluster"
"VE9EMO-9","ve9emo.gnb.ca","23","DX Spider"
"VE9MCC","dx.maritimecontestclub.ca","7373","AR-Cluster"
"VE9SC","ve9sc.no-ip.org","6300","DX Spider"
"VE9SC-3","ve9sc.no-ip.org","7373","AR-Cluster"
"VK2AZ-2","dx.vkspotter.com","7300","DX Spider"
"VK3AMA-2","clx.vk3ama.vkdxer.net","7300","DX Spider"
"VK3APC-4","vk3apc.mdrc.org.au","7300","DX Spider"
"VK3ATM-4","Vk3atm.ozeham.net","7300","DX Spider"
"VK3AVE-4","cluster.vk3ave.net","7300","DX Spider"
"VK3HRA-2","dxcluster.parksnpeaks.org","7300","DX Spider"
"VK4TRS-7","vk4trs.ath.cx","8000","DX Spider"
"VK5GR-2","gate.vk5gr.id.au","7300","DX Spider"
"VK6ZO-2","dxcluster.depannone.com","7300","DX Spider"
"VK7HDM-2","203.38.121.133","7300","DX Spider"
"VK8NSB-7","vk8nsb.shacknet.nu","7300","DX Spider"
"W0APQ","w0apq.hopto.org","7300","CC Cluster"
"W0MU-1","w0mu.net","7373","CC Cluster"
"W0MW","w0mw.dynip.com","23","AR-Cluster"
"W1DX","dxusa.net","7300","DX Spider"
"W1GQ","dx.w1gq.net","23","AR-Cluster"
"W1NR","dxc.w1nr.net","23","DX Spider"
"W1NR-9","usdx.w1nr.net","23","DX Spider"
"W1VE","dxc.w1ve.com","23","AR-Cluster"
"W1WRA-2","coax.w1wra.net","7300","DX Spider"
"W2DZ","dx.w2dz.net","23","AR-Cluster"
"W2MMD","W2MMD.NET","7373","CC Cluster"
"W2PS","w2ps.tzo.com","23","DX Spider"
"W3GQ","w3gq.no-ip.com","7373","CC Cluster"
"W3LPL","dxc.w3lpl.net","23","AR-Cluster"
"W3LPL-1","dxc.w3lpl.net","7373","AR-Cluster"
"W3NR","w3nr.ddns.net","7300","DX Spider"
"W4DXA","w4dxa.no-ip.com","23","AR-Cluster"
"W4GOV","w4gov.from-va.com","23","AR-Cluster"
"W4LEE","204.29.106.100","23","AR-Cluster"
"W4MR","w4mr.tzo.com","7300","AR-Cluster"
"W4MYA","dxc.w4mya.us","7373","CC Cluster"
"W4NJA","w4nja.ddns.net","7373","CC Cluster"
"W5CMM-1","w5cmm.ddns.net","7300","DX Spider"
"W5DAV-2","w5dav.ham-radio-op.net","23","AR-Cluster"
"W5LW-3","usrdude.webhop.net","7300","DX Spider"
"W5MWC","dx.w5mwc.org","8000","DX Spider"
"W6CUA","w6cua.no-ip.org","7300","AR-Cluster"
"W6KK","w6kk.zapto.org","7300","DX Spider"
"W6RFU","ucsbdx.ece.ucsb.edu","7300","DX Spider"
"W6RK-2","ch.w6rk.com","7300","DX Spider"
"W7JD-1","w7jd.ddns.net","9000","CC Cluster"
"W8AEF","paul.w8aef.com","7373","CC Cluster"
"W8BS-2","dx.w8bs.net","7300","DX Spider"
"W8WTS-2","dxc.w8wts.net","23","AR-Cluster"
"W8WTS-3","dxc.w8wts.net","7373","CC Cluster"
"W8ZJT-3","dxc.w8zjt.net","7300","DX Spider"
"W9AEK","dx.svs.com","7300","DX Spider"
"W9AZ","w9az.ddns.net","23","AR-Cluster"
"W9AZ-1","w9az.ddns.net","7373","AR-Cluster"
"W9BG","w9bg.com","23","AR-Cluster"
"W9DP","w9dp.dxcluster.net","7373","CC Cluster"
"W9NIU","131.156.2.135","41112","CLX"
"W9ODD","134.48.91.82","23","AR-Cluster"
"W9PA","dxc.w9pa.net","23","AR-Cluster"
"W9PA-4","dxc.w9pa.net","7373","AR-Cluster"
"W9PA-5","dxc.w9pa.net","7374","AR-Cluster"
"W9YB","w9yb-dx.student-orgs.purdue.edu","23","AR-Cluster"
"W9YB-1","w9yb-dx.student-orgs.purdue.edu","7373","AR-Cluster"
"WA0ROI","wa0roi.no-ip.com","23","AR-Cluster"
"WA2UMX","rich.iplocate.net","7300","DX Spider"
"WA9PIE-2","dxc.wa9pie.net","8000","DX Spider"
"WB3FFV-2","dxc.leadmon.net","7300","DX Spider"
"WB4QOJ-8","wb4qoj.no-ip.org","7373","CC Cluster"
"WB5VZL-1","telnet.reversebeacon.net","7000","DX Spider"
"WB6SAA","dxc.wb6saa.net","7373","AR-Cluster"
"WC2L","dxc.wc2l.com","23","AR-Cluster"
"WC2L-1","dxc.wc2l.com","7373","AR-Cluster"
"WC4J","dxc.wc4j.net","23","AR-Cluster"
"WD1L","DXC.WD1L.net","7300","CC Cluster"
"WD4IXD","dxc.wd4ixd.net","23","CC Cluster"
"WE4M","we4m.no-ip.org","23","AR-Cluster"
"WF5E","wf5e.no-ip.com","23","AR-Cluster"
"WG9L","wg9l.no-ip.com","23","AR-Cluster"
"WJ3G-3","wj3g.no-ip.org","7300","DX Spider"
"WM3T","dxc.wm3t.com","7300","DX Spider"
"WP3CW","dxc.np3a.com","7373","CC Cluster"
"WR3D","wr3d.dxcluster.net","7300","DX Spider"
"WS7I-1","ws7i.ewarg.org","7300","CC Cluster"
"WT3Q","wt3q.gofrc.org","7300","DX Spider"
"WW1R-9","dxc.ww1r.com","7300","DX Spider"
"XE2B-2","xecluster.ddns.net","7300","CC Cluster"
"XQ8FGC-10","xq8fgc.cx2sa.net","9000","DxNet"
"YL7DXC","dxc.ardi.lv","8000","DX Spider"
"YO3FCA-5","dxnode.ddns.net","8888","CC Cluster"
"YO5KAV","82.77.126.79","8000","DX Spider"
"YO5OAG-5","yo5oag.ro","8000","DX Spider"
"YO6GZI-2","kn25vt.ddns.net","7300","DX Spider"
"YO7JYL-10","bastus.ro","8000","DX Spider"
"YU0DXK","dx.kg.ac.yu","8000","DX Spider"
"YU1EXY-7","www.yu1exy.org","8000","DX Spider"
"YV5AJ","yv5aj.org","7000","DX Spider"
"YV5OF-1","hamcluster.no-ip.org","7300","DX Spider"
"YV5TNT","yv5tnt.ddns.net","7373","CC Cluster"
"YV6BTF-7","yv6btf.ddns.net","8000","AR-Cluster"
"YV6BTF-8","yv6btf.ddns.net","7373","CC Cluster"
"ZL2AQY-10","olson.nz","9000","DX Spider"
"ZL2ARN-10","zl2arn.ddns.net","7300","DX Spider"
"ZS2EZ-3","cluster.zs2ez.org","7373","CC Cluster"
"VERSION","20.22.03.17","23"
